factset_entity_id,entity_proper_name,iso_country,primary_sic_name,company_id,industry,top_segments,is_single_source,FF_SALES,FF_NET_MGN,FF_DEBT_EQ,FF_ROIC,FF_CURR_RATIO,CURRENCY,financial_date,revenue_percent,relationship_start,relationship_source,source_label,ground_truth_label
003KDD-E,Alvarion Ltd.,IL,,216250.0,Wi-MAX,['Technology'],False,8.518,-46.3489081944118,23.1546420387473,-63.9965171963431,1.04368700751329,USD,2013-03-31 00:00:00,,2013-07-16 00:00:00,factset_revere_relationship,historical,1
05TT47-E,Coleman Cable LLC,US,,1830117.0,Commercial/Industrial Electric Products,"['Industrial and Materials', 'Technology']",False,229.039,0.34011674867599,402.67535310923,5.36799386946714,3.06323061763784,USD,2013-09-30 00:00:00,,2014-02-22 00:00:00,factset_revere_relationship,historical,0
0016M8-E,"Polycom, Inc.",US,,8185.0,Software,['Technology'],False,316.84,4.57454866809746,22.2668055438189,5.42255729382035,2.51204341131213,USD,2015-12-31 00:00:00,,2012-02-21 00:00:00,factset_revere_relationship,historical,1
000TMB-E,Precision Castparts Corp.,US,,8244.0,Metal and Mineral Products,['Industrial and Materials'],False,2147.64329,9.37448974592052,44.2736356648732,,3.92929292929293,USD,2015-12-31 00:00:00,,2012-06-11 00:00:00,factset_revere_relationship,historical,1
001187-E,Winland Holdings Corp.,US,,11172.0,Security,['Technology'],False,0.911,-5.26893523600439,0.0,14.0939597315436,3.55429497568882,USD,2015-12-31 00:00:00,,2015-05-19 00:00:00,factset_revere_relationship,future_new,1
08PBCF-E,"Hangzhou Hikvision Digital Technology Co., Ltd.",CN,,20264911.0,Oil And Gas Extraction,[],False,8516.75025726,24.6462885651799,14.9248516273288,33.514864974942,2.59697376925864,CNY,2015-12-31 00:00:00,,,,future_new,1
00D493-E,"CommScope Holding Co., Inc.",US,,2502.0,Local Area Networking (LAN),['Technology'],False,1142.541,-6.57718191294667,428.851331457734,-1.35513739037727,2.92608875888202,USD,2015-12-31 00:00:00,11.0,2015-03-09 00:00:00,factset_revere_relationship,historical,1
000Q06-E,Microsemi Corp.,US,,6779.0,Technology,['Technology'],False,329.2,7.19927095990279,79.6129243890438,4.46326498928365,3.29154375614553,USD,2015-12-31 00:00:00,,2014-01-11 00:00:00,factset_revere_relationship,historical,0
05J2WV-E,Axis AB,SE,,194504095.0,Electronic Security,['Technology'],False,206.89760662863,10.0204731574158,0.0,44.4781314677965,2.54819633353045,USD,2015-12-31 00:00:00,,2014-07-15 00:00:00,factset_revere_relationship,historical,1
0017D4-E,"Sierra Wireless Services America Holdings, Inc.",US,,7457.0,Technology,"['Technology', 'Business and Public Services']",False,18.785,-12.914559488954,26.652983635462,-19.5074513637498,1.84463050235636,USD,2015-12-31 00:00:00,,2015-03-25 00:00:00,factset_revere_relationship,future_new,1
001LZ4-E,General Cable Corp.,US,,19339.0,Industrial Manufacturing,"['Industrial and Materials', 'Technology']",False,87.3888331047667,-1.03752826844325,0.0,3.29321021860948,7.57787836087507,CAD,2015-12-31 00:00:00,,2014-03-22 00:00:00,factset_revere_relationship,historical,0
0685XQ-E,Prysmian SpA,IT,,194520281.0,Utility Infrastructure,"['Business and Public Services', 'Technology', 'Industrial and Materials']",False,1961.36875135541,4.07366071428573,109.780907668232,9.41753230033551,1.13182859012103,USD,2015-12-31 00:00:00,,2013-07-18 00:00:00,factset_revere_relationship,historical,1
05KZTT-E,"Greenhill & Co., Inc.",US,,1675052.0,Asia/Pacific,['Finance'],False,75.703,10.4249501340766,25.9567469896526,9.21198947735869,,USD,2015-12-31 00:00:00,,,,future_new,1
064R06-E,Legrand SA,FR,,1521305.0,Industrial Manufacturing,['Industrial and Materials'],False,22914.0996848433,10.7554417413572,49.7946179367002,9.88997748300231,2.15225209796198,MXN,2015-12-31 00:00:00,,2012-07-25 00:00:00,factset_revere_relationship,historical,1
06S131-E,"Belden, Inc.",US,,1707.0,Technology,['Technology'],False,597.244,8.31820830347396,214.151576448946,2.58515845810599,1.53508246504862,USD,2015-12-31 00:00:00,13.0,2015-03-06 00:00:00,factset_revere_relationship,historical,1
0BTZL3-E,"Prologis, Inc.",US,,443.0,Finance,['Finance'],False,0.0,,,-96.5054586953,0.136696067798562,USD,2015-12-31 00:00:00,,,,future_new,1
00151C-E,"Bogen Communications International, Inc.",US,,1488.0,Hardware,['Technology'],False,14.625,7.79487179487179,28.030303030303,12.5904297045237,1.35995128740431,USD,2012-09-30 00:00:00,,2015-09-11 00:00:00,factset_revere_relationship,future_new,1
002NXM-E,"Zhone Technologies, Inc.",US,,234064.0,Hardware,['Technology'],False,,,,,,,,,2015-05-13 00:00:00,factset_revere_relationship,future_new,1
05JBZN-E,2E2 Property Group Ltd.,GB,,1844554.0,Primary Metal Industries,[],False,,,,,,,,,,,random_noise,0
0016S2-E,"Westell Technologies, Inc.",US,,11081.0,Network Management,['Technology'],False,20.215,-23.7299035369775,0.0,-29.4388544427521,3.94436229205176,USD,2015-12-31 00:00:00,,2015-08-12 00:00:00,factset_revere_relationship,future_new,1
000QTZ-E,"Napco Security Technologies, Inc.",US,,7060.0,Control Panels/Systems/Keypads,['Technology'],False,0.0,,0.0,-2.495758257886,0.0499528220177503,USD,2015-12-31 00:00:00,,2015-10-01 00:00:00,factset_revere_relationship,future_new,1
0LCYT1-E,Seacoast Shipping Services Ltd.,IN,,146001567.0,Dry Bulk,[],False,,,,,,,,,,,random_noise,0
0G7L5S-E,"DZS, Inc.",US,,90935123.0,Communications Equipment,['Technology'],False,24.013,1.678257610461,14.6382879058465,,2.64669391680692,USD,2015-12-31 00:00:00,,,,future_new,1
000V6J-E,Quantum Corp.,US,,222669.0,Data Storage,['Technology'],False,128.048,-0.233506185180557,,-34.3947175348496,1.19390043092877,USD,2015-12-31 00:00:00,,2015-07-28 00:00:00,factset_revere_relationship,future_new,1
000HKB-E,"Digi International, Inc.",US,,3170.0,Machinery Manufacturing,['Technology'],False,50.959,6.14415510508448,0.0,3.67818614006217,9.02070472548484,USD,2015-12-31 00:00:00,,2015-12-15 00:00:00,factset_revere_relationship,future_new,1
