factset_entity_id,entity_proper_name,iso_country,primary_sic_name,company_id,industry,top_segments,is_single_source,FF_SALES,FF_NET_MGN,FF_DEBT_EQ,FF_ROIC,FF_CURR_RATIO,CURRENCY,financial_date,revenue_percent,relationship_start,relationship_source,source_label,ground_truth_label
0BCNNV-E,"Veresen, Inc.",CA,,194525924.0,Wholesale Power Generation,"['Business and Public Services', 'Energy']",False,198.8885414,12.9141133115072,0.0,12.4207616470371,1.18287127781059,USD,2014-12-31 00:00:00,,2015-08-11 00:00:00,factset_revere_relationship,historical,1
066D0H-E,Pike Corp.,US,,1749338.0,"Consulting, Planning and Design",['Business and Public Services'],False,995.6286108,44.5960429354508,8.41744581659198,23.289495359777,2.99848562543421,CNY,2016-12-31 00:00:00,,2013-10-08 00:00:00,factset_revere_relationship,historical,1
0HQDQG-E,Berry Corp.,US,,117595109.0,Conventional,"['Energy', 'Business and Public Services', 'Unclassifiable']",False,97.861,-68.2386241710181,177.201702709742,-81.8759032569892,0.0953316968528189,USD,2016-12-31 00:00:00,,,,historical,0
008JWZ-E,"Willdan Group, Inc.",US,,1817947.0,Administrative/Support Services,"['Business and Public Services', 'Consumer']",False,57.425,2.73225946887244,13.2016507071597,18.2079466420939,1.47381101621876,USD,2016-12-31 00:00:00,,2016-04-22 00:00:00,factset_revere_relationship,historical,1
000L7C-E,"Granite Construction, Inc.",US,,4598.0,Industrial and Materials,"['Industrial and Materials', 'Business and Public Services', 'Finance']",False,666.681,2.42589784319637,27.5730596802665,0.926082505532311,2.05495778719614,USD,2016-12-31 00:00:00,,2015-03-31 00:00:00,factset_revere_relationship,historical,0
009M14-E,"Opower, Inc.",US,,24758173.0,Technology,['Technology'],False,36.689,-30.3933058955,0.0,-53.202284688218,1.30565621911459,USD,2016-03-31 00:00:00,13.0,2015-05-05 00:00:00,factset_revere_relationship,historical,1
0DQLJC-E,"TerraForm Power, Inc.",US,,16086216.0,Business and Public Services,['Business and Public Services'],False,137.885,-62.5521267723103,315.327182018218,-3.97896405509454,0.372830534649447,USD,2016-12-31 00:00:00,,2016-12-12 00:00:00,factset_revere_relationship,historical,0
0DQ4HV-E,NextEra Energy Partners LP,US,,16079227.0,Electricity,"['Energy', 'Business and Public Services']",False,176.0,24.4318181818182,205.737234652897,1.74479714105529,0.894206549118388,USD,2016-12-31 00:00:00,28.0,2016-04-05 00:00:00,factset_revere_relationship,historical,1
00247H-E,Sempra Energy,US,,16053.0,Utilities,"['Business and Public Services', 'Energy']",False,0.0,,22.8747470580854,111.329853060412,5.04198320671731,CAD,2016-12-31 00:00:00,,2012-03-28 00:00:00,factset_revere_relationship,historical,1
07CBWV-E,Primoris Services Corp.,US,,1924519.0,Construction and Engineering,['Business and Public Services'],False,601.863,2.4042016206346,52.6334520288488,3.80704766110822,1.62551507096533,USD,2016-12-31 00:00:00,,2016-03-09 00:00:00,factset_revere_relationship,historical,1
0035XX-E,Fluor Corp.,US,,4129.0,Power Generation/Support Products,"['Business and Public Services', 'Energy', 'Industrial and Materials']",False,4989.6,1.41293891293891,51.2030144717555,6.51998325987811,1.47018536808814,USD,2016-12-31 00:00:00,,2015-03-10 00:00:00,factset_revere_relationship,historical,1
05HWF7-E,Sumitomo Electric Industries Ltd.,JP,,1664082.0,Connector,"['Technology', 'Industrial and Materials']",False,6592.80345808414,4.77281415693858,41.5662814212365,6.27044089581054,1.67195305927747,USD,2016-12-31 00:00:00,,2015-09-17 00:00:00,factset_revere_relationship,historical,0
002MX0-E,"FuelCell Energy, Inc.",US,,3578.0,United States,"['Industrial and Materials', 'Business and Public Services']",False,1169.752,-2.47360124197266,2934.18600888838,-2.33290682928308,0.950043324038223,JPY,2016-12-31 00:00:00,,2016-02-01 00:00:00,factset_revere_relationship,historical,1
00G1G3-E,Atlantica Sustainable Infrastructure Plc,GB,,16001180.0,Fossil Fuel,['Business and Public Services'],False,208.847,-6.94910628354728,327.310287027559,-0.0749422284947641,0.890038516985429,USD,2016-12-31 00:00:00,,2014-06-13 00:00:00,factset_revere_relationship,historical,1
05HTSN-E,Elecnor SA,ES,,1837196.0,Energy,['Business and Public Services'],False,0.0,,,,,USD,2016-03-31 00:00:00,,2015-07-27 00:00:00,factset_revere_relationship,historical,0
0FD812-E,8point3 Energy Partners LP,US,,72902183.0,Residential Distributed Generation Systems,['Business and Public Services'],False,,,,,,,,,2015-07-31 00:00:00,factset_revere_relationship,historical,1
